datetime,discharge,pH,conductance,water_temperature,dissolved_oxygen
2019-07-06 00:00:00+00:00,1855.7142857142858,7.783783783783784,337.90909090909093,29.38314606741573,5.959493670886076
2019-07-07 00:00:00+00:00,1855.7142857142858,7.783783783783784,340.2916666666667,29.38314606741573,5.959493670886076
2019-07-08 00:00:00+00:00,1855.7142857142858,7.783783783783784,349.5416666666667,29.38314606741573,5.959493670886076
2019-07-09 00:00:00+00:00,1855.7142857142858,7.783783783783784,351.375,29.38314606741573,5.959493670886076
2019-07-10 00:00:00+00:00,1855.7142857142858,7.783783783783784,369.3958333333333,29.38314606741573,5.959493670886076
2019-07-11 00:00:00+00:00,1855.7142857142858,7.783783783783784,383.2395833333333,29.38314606741573,5.959493670886076
2019-07-12 00:00:00+00:00,1855.7142857142858,7.783783783783784,404.3854166666667,29.38314606741573,5.959493670886076
2019-07-13 00:00:00+00:00,1855.7142857142858,7.783783783783784,369.6875,29.38314606741573,5.959493670886076
2019-07-14 00:00:00+00:00,1855.7142857142858,7.783783783783784,376.8854166666667,29.38314606741573,5.959493670886076
2019-07-15 00:00:00+00:00,1855.7142857142858,7.783783783783784,386.875,29.38314606741573,5.959493670886076
2019-07-16 00:00:00+00:00,1855.7142857142858,7.783783783783784,394.9895833333333,29.38314606741573,5.959493670886076
2019-07-17 00:00:00+00:00,1855.7142857142858,7.783783783783784,400.4270833333333,29.38314606741573,5.959493670886076
2019-07-18 00:00:00+00:00,1855.7142857142858,7.783783783783784,416.125,29.38314606741573,5.959493670886076
2019-07-19 00:00:00+00:00,1855.7142857142858,7.783783783783784,434.4895833333333,29.38314606741573,5.959493670886076
2019-07-20 00:00:00+00:00,1855.7142857142858,7.783783783783784,447.8958333333333,29.38314606741573,5.959493670886076
2019-07-21 00:00:00+00:00,1855.7142857142858,7.783783783783784,453.25,29.38314606741573,5.959493670886076
2019-07-22 00:00:00+00:00,1855.7142857142858,7.706250000000001,448.8541666666667,29.38314606741573,5.901041666666667
2019-07-23 00:00:00+00:00,1855.7142857142858,7.711458333333334,465.2291666666667,29.38314606741573,5.9281250000000005
2019-07-24 00:00:00+00:00,1855.7142857142858,7.746875,468.61538461538464,29.38314606741573,6.072916666666667
2019-07-25 00:00:00+00:00,1855.7142857142858,7.770833333333333,490.3235294117647,29.38314606741573,6.175
2019-07-26 00:00:00+00:00,1724.375,7.8,504.7083333333333,29.38314606741573,6.278125
2019-07-27 00:00:00+00:00,1639.6875,7.8,524.0520833333334,29.534375,6.4750000000000005
2019-07-28 00:00:00+00:00,1538.4375,7.825,536.8541666666666,29.880208333333332,6.621875
2019-07-29 00:00:00+00:00,1454.0625,7.882291666666667,544.8125,29.988541666666666,6.70625
2019-07-30 00:00:00+00:00,1371.0416666666667,7.923958333333334,551.65625,30.242708333333336,6.859375
2019-07-31 00:00:00+00:00,1338.9583333333333,7.948958333333334,559.7083333333334,30.304166666666664,6.929166666666667
2019-08-01 00:00:00+00:00,1321.1458333333333,7.929166666666667,567.5625,30.570833333333336,6.863541666666666
2019-08-02 00:00:00+00:00,1299.5833333333333,7.961458333333334,591.9479166666666,30.98645833333333,7.002083333333334
2019-08-03 00:00:00+00:00,1298.2291666666667,8.020833333333334,628.6979166666666,30.775000000000002,7.063541666666667
2019-08-04 00:00:00+00:00,1277.2916666666667,8.021875,642.5157894736842,30.462500000000002,7.051041666666666
2019-08-05 00:00:00+00:00,1254.6875,7.982291666666666,642.8125,30.340625,7.036458333333333
2019-08-06 00:00:00+00:00,1230.9375,8.091666666666667,648.6354166666666,30.848958333333332,7.683333333333334
2019-08-07 00:00:00+00:00,1261.875,8.161458333333334,657.59375,31.503125,8.027083333333334
2019-08-08 00:00:00+00:00,1436.4444444444443,8.192708333333334,661.5,31.912499999999998,7.827083333333333
2019-08-09 00:00:00+00:00,1457.625,8.161458333333334,661.21875,31.95625,7.427083333333333
2019-08-10 00:00:00+00:00,1295.2941176470588,8.119791666666666,664.4021739130435,31.920833333333334,7.245833333333334
2019-08-11 00:00:00+00:00,1169.1954022988505,8.133333333333333,667.4736842105264,32.151041666666664,7.3843749999999995
2019-08-12 00:00:00+00:00,1134.5652173913043,8.157291666666667,667.4736842105264,32.421875,7.64375
2019-08-13 00:00:00+00:00,1135.632183908046,8.178125,667.4736842105264,32.62083333333333,7.7875000000000005
2019-08-14 00:00:00+00:00,1118.7356321839081,8.183870967741935,667.4736842105264,32.795698924731184,7.786021505376344
2019-08-15 00:00:00+00:00,1095.5434782608695,8.183870967741935,701.266253869969,32.795698924731184,7.786021505376344
2019-08-16 00:00:00+00:00,1111.063829787234,8.162857142857142,735.0588235294117,32.60285714285714,9.038888888888888
2019-08-17 00:00:00+00:00,1153.75,8.138541666666667,698.2395833333334,32.67916666666667,8.421875
2019-08-18 00:00:00+00:00,1163.3333333333333,8.205208333333333,678.125,32.50833333333333,8.586458333333333
2019-08-19 00:00:00+00:00,1289.5833333333333,8.309375000000001,689.5520833333334,32.43125,9.194791666666667
2019-08-20 00:00:00+00:00,1435.7291666666667,8.382291666666667,647.71875,32.688541666666666,8.407291666666667
2019-08-21 00:00:00+00:00,1306.875,8.216666666666667,675.8958333333334,32.577083333333334,7.260416666666667
2019-08-22 00:00:00+00:00,1190.2083333333333,8.236458333333333,714.4895833333334,32.546875,7.9125000000000005
2019-08-23 00:00:00+00:00,1150.1041666666667,8.410416666666666,758.0416666666666,32.359375,8.979166666666666
2019-08-24 00:00:00+00:00,1128.6458333333333,8.494791666666666,770.21875,32.065625000000004,9.69375
2019-08-25 00:00:00+00:00,1120.7291666666667,8.460416666666667,765.625,31.991666666666664,9.480208333333334
2019-08-26 00:00:00+00:00,1108.6458333333333,8.458333333333334,765.4583333333334,31.932291666666668,9.401041666666666
2019-08-27 00:00:00+00:00,1111.3541666666667,8.391666666666667,776.8541666666666,31.777083333333334,8.729166666666666
2019-08-28 00:00:00+00:00,1122.3958333333333,8.284374999999999,782.3020833333334,31.129166666666666,7.914583333333333
2019-08-29 00:00:00+00:00,1171.0416666666667,8.24375,776.2604166666666,30.828125,7.998958333333333
2019-08-30 00:00:00+00:00,1390.625,8.208333333333334,781.96875,31.1125,7.863541666666666
2019-08-31 00:00:00+00:00,1357.6041666666667,8.214583333333334,771.1354166666666,31.23125,7.791666666666667
2019-09-01 00:00:00+00:00,1337.9166666666667,8.253124999999999,741.71875,31.053124999999998,7.917708333333334
2019-09-02 00:00:00+00:00,1429.375,8.295833333333333,747.7083333333334,30.852083333333336,8.030208333333333
2019-09-03 00:00:00+00:00,1358.4375,8.346875,755.625,30.719791666666666,8.182291666666666
2019-09-04 00:00:00+00:00,1552.6041666666667,8.25,780.3958333333334,30.73125,7.75
2019-09-05 00:00:00+00:00,1570.9375,8.153125,782.2916666666666,30.528125,7.301041666666666
2019-09-06 00:00:00+00:00,1315.0,8.142708333333333,769.625,30.756249999999998,7.41875
2019-09-07 00:00:00+00:00,1154.2708333333333,8.133333333333333,767.0520833333334,30.839583333333334,7.565625
2019-09-08 00:00:00+00:00,1079.2708333333333,8.0875,731.09375,30.797916666666666,7.373958333333333
2019-09-09 00:00:00+00:00,1054.6875,8.120833333333332,660.5208333333334,30.6125,7.435416666666666
2019-09-10 00:00:00+00:00,1030.7291666666667,8.136458333333332,653.75,30.203125,7.5718749999999995
2019-09-11 00:00:00+00:00,1017.5,8.155208333333333,680.3958333333334,29.828125,7.658333333333334
2019-09-12 00:00:00+00:00,1009.8541666666666,8.158333333333333,670.2395833333334,29.535416666666666,7.766666666666667
2019-09-13 00:00:00+00:00,990.1770833333334,8.228125,671.7708333333334,29.569791666666664,8.077083333333333
2019-09-14 00:00:00+00:00,978.0104166666666,8.254166666666666,673.3541666666666,29.73645833333333,8.255208333333334
2019-09-15 00:00:00+00:00,966.34375,8.289583333333333,690.6458333333334,29.806250000000002,8.685416666666667
2019-09-16 00:00:00+00:00,954.34375,8.419791666666667,706.21875,29.858333333333334,9.176041666666666
2019-09-17 00:00:00+00:00,945.6354166666666,8.609375,674.71875,29.646874999999998,10.432291666666666
2019-09-18 00:00:00+00:00,946.1041666666666,8.923958333333333,637.6145833333334,29.315625,11.831249999999999
2019-09-19 00:00:00+00:00,934.8125,8.987499999999999,626.6770833333334,29.067708333333332,11.465625000000001
2019-09-20 00:00:00+00:00,941.75,9.015625,632.6875,28.819791666666664,10.997916666666667
2019-09-21 00:00:00+00:00,973.2916666666666,8.961458333333335,617.9583333333334,28.555208333333336,10.397916666666667
2019-09-22 00:00:00+00:00,974.2083333333334,8.738541666666666,614.09375,28.539583333333336,9.947916666666666
2019-09-23 00:00:00+00:00,949.84375,8.673958333333333,606.1875,29.015625,10.430208333333333
2019-09-24 00:00:00+00:00,965.0729166666666,8.469791666666667,619.1354166666666,29.204166666666666,9.454166666666667
2019-09-25 00:00:00+00:00,1022.5416666666666,8.488541666666666,642.5,29.40833333333333,9.43125
2019-09-26 00:00:00+00:00,992.0208333333334,8.534374999999999,662.3645833333334,29.458333333333332,9.484375
2019-09-27 00:00:00+00:00,956.1770833333334,8.54375,667.21875,29.380208333333332,9.586458333333333
2019-09-28 00:00:00+00:00,985.1041666666666,8.511458333333334,665.3125,29.145833333333332,9.139583333333333
2019-09-29 00:00:00+00:00,965.3333333333334,8.473958333333334,668.4479166666666,29.020833333333332,8.94375
2019-09-30 00:00:00+00:00,935.0833333333334,8.46875,651.6458333333334,29.08020833333333,8.894791666666666
2019-10-01 00:00:00+00:00,931.6631578947369,8.497916666666667,642.6875,29.23125,9.196875
2019-10-02 00:00:00+00:00,918.0833333333334,8.473958333333334,646.5729166666666,29.04479166666667,8.980208333333334
2019-10-03 00:00:00+00:00,917.25,8.477083333333333,644.8854166666666,29.006249999999998,9.147916666666667
2019-10-04 00:00:00+00:00,915.6666666666666,8.65625,595.8645833333334,29.070833333333336,10.262500000000001
2019-10-05 00:00:00+00:00,914.5833333333334,8.683333333333334,586.5833333333334,29.089583333333334,10.518749999999999
2019-10-06 00:00:00+00:00,907.4583333333334,8.682291666666666,558.9791666666666,29.203125,10.023958333333333
2019-10-07 00:00:00+00:00,913.375,8.614583333333334,602.25,28.578125,9.066666666666666
2019-10-08 00:00:00+00:00,919.3333333333334,8.560416666666667,642.6145833333334,26.943749999999998,8.604166666666666
2019-10-09 00:00:00+00:00,929.3958333333334,8.564583333333333,688.3958333333334,26.096875,9.091666666666667
2019-10-10 00:00:00+00:00,914.0,8.6625,680.4166666666666,26.073958333333334,10.072916666666666
2019-10-11 00:00:00+00:00,930.2083333333334,8.641666666666667,692.4479166666666,25.150000000000002,9.517708333333333
2019-10-12 00:00:00+00:00,946.5833333333334,8.455208333333333,671.03125,22.805208333333336,8.811458333333333
2019-10-13 00:00:00+00:00,972.9166666666666,8.43125,689.1145833333334,21.671875,9.402083333333334
2019-10-14 00:00:00+00:00,1273.1875,8.385416666666666,719.6041666666666,21.592708333333334,9.440624999999999
